Team,Week,Season,HomeFlag,Result,AvgPointsFor,AvgPointsAgainst,AvgOff1stD,AvgOffTotYd,AvgOffPassYd,AvgOffRushYd,AvgOffTO,AvgDef1stD,AvgDefTotYd,AvgDefPassYd,AvgDefRushYd,AvgDefTO,AvgExPointsOff,AvgExPointsDef,AvgExPointsSpecial,LastPointsFor,LastPointsAgainst,LastOff1stD,LastOffTotYd,LastOffPassYd,LastOffRushYd,LastOffTO,LastDef1stD,LastDefTotYd,LastDefPassYd,LastDefRushYd,LastDefTO,LastExPointsOff,LastExPointsDef,LastExPointsSpecial
Arizona Cardinals,15,2012,W,Y,15,22,14,258,176,82,2,18,343,203,140,2,-13.44,4.1,1.7,0,58,10,154,111,43,8,22,493,209,284,1,-37.39,-16.75,-4.36
Arizona Cardinals,16,2012,L,Y,17,21,14,253,170,83,2,18,341,205,135,2,-13.23,6.39,2.03,38,10,12,196,97,99,1,18,312,228,84,4,-10.96,31.58,5.71
Arizona Cardinals,17,2012,L,N,16,21,14,253,173,79,2,18,337,200,136,2,-14.59,6.04,2.94,13,28,15,248,219,29,3,15,297,145,152,1,-30.96,1.84,13.88
Arizona Cardinals,2,2013,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,3,2013,L,N,25,21,24,348,261,87,1,16,322,273,49,1,-3.23,2.76,6.52,25,21,24,348,261,87,1,16,322,273,49,1,-3.23,2.76,6.52
Arizona Cardinals,4,2013,W,N,16,26,20,297,211,86,1,21,372,296,76,1,-6.18,-7.27,3.36,7,31,16,247,161,86,2,27,423,319,104,1,-9.13,-17.29,0.19
Arizona Cardinals,5,2013,W,Y,15,20,19,297,220,76,2,21,332,255,77,1,-9.37,0.04,4.08,13,10,17,296,240,56,3,20,253,173,80,3,-15.74,14.65,5.52
Arizona Cardinals,6,2013,L,N,16,17,19,285,205,79,2,21,337,255,82,2,-9.08,4.6,4.6,22,6,19,250,160,90,3,21,353,258,95,4,-8.23,18.28,6.15
Arizona Cardinals,7,2013,L,Y,17,20,18,308,223,85,2,20,347,252,95,2,-9.11,3.93,3.3,20,32,16,403,294,109,4,20,387,238,149,2,-9.22,1.25,-1.87
Arizona Cardinals,8,2013,W,Y,18,22,19,296,220,76,2,20,347,245,102,2,-9.86,4.14,2.64,22,34,22,234,204,30,2,21,344,209,135,2,-13.62,5.21,-0.67
Arizona Cardinals,10,2013,W,Y,19,21,18,303,209,94,2,20,339,247,91,2,-7.4,5.32,1.51,27,13,17,348,147,201,1,20,292,265,27,4,7.36,12.35,-5.26
Arizona Cardinals,11,2013,W,N,20,21,18,307,212,94,2,20,326,236,89,2,-7.14,6.45,0.88,27,24,19,332,235,97,3,17,235,159,76,1,-5.28,14.42,-3.52
Arizona Cardinals,12,2013,W,Y,21,20,18,319,233,85,2,19,320,237,83,2,-5.82,7.09,0.61,27,14,19,416,402,14,0,14,274,242,32,2,4.73,12.18,-1.59
Arizona Cardinals,13,2013,L,N,23,19,19,328,239,89,1,19,312,229,82,2,-3.33,7.4,0.28,40,11,27,410,290,120,0,15,239,159,80,1,19.09,10.21,-2.69
Arizona Cardinals,15,2013,W,N,22,20,20,330,241,89,2,19,311,227,84,1,-3.04,6.44,-0.01,21,24,24,350,260,90,3,23,307,202,105,0,-0.19,-3.2,-2.87
Arizona Cardinals,16,2013,W,N,24,21,20,332,239,93,1,20,324,240,83,2,-1.93,4.76,0.5,37,34,24,360,215,145,0,32,460,394,66,3,10.34,-13.67,6.04
Arizona Cardinals,17,2013,L,Y,23,20,20,330,233,97,2,19,313,229,84,2,-2.78,5.53,0.88,17,10,16,307,168,139,4,10,192,89,103,2,-13,14.76,5.44
Arizona Cardinals,2,2014,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,3,2014,W,Y,25,14,21,266,142,124,0,24,341,260,81,4,-1.03,-1.62,13.61,25,14,21,266,142,124,0,24,341,260,81,4,-1.03,-1.62,13.61
Arizona Cardinals,5,2014,L,N,24,14,22,302,198,104,0,22,329,248,81,2,6.5,-6.24,9.13,23,14,24,338,254,84,1,20,318,236,82,0,14.03,-10.85,4.65
Arizona Cardinals,8,2014,W,Y,22,23,18,273,191,81,0,22,409,324,85,2,0.28,-8.21,7.43,20,41,9,215,178,37,0,24,568,476,92,2,-12.17,-12.16,4.04
Arizona Cardinals,9,2014,W,N,23,22,17,304,225,79,0,23,437,345,91,2,1.65,-6.49,5.33,24,20,17,400,329,71,1,27,521,411,110,3,5.78,-1.32,-0.98
Arizona Cardinals,11,2014,W,Y,24,21,18,311,228,83,0,22,402,311,91,2,2.34,-3.8,4.25,28,17,22,339,237,102,1,18,266,174,92,2,5.07,6.97,-0.07
Arizona Cardinals,12,2014,L,N,22,18,18,318,241,77,0,20,379,286,92,2,2.03,-1.74,3.21,14,6,18,352,306,46,2,11,262,164,98,1,0.49,8.52,-1.98
Arizona Cardinals,13,2014,L,N,19,18,17,302,226,75,0,20,367,270,97,1,0.42,-1.7,1.29,3,19,12,204,140,64,1,16,293,169,124,0,-9.22,-1.42,-10.24
Arizona Cardinals,14,2014,W,Y,19,20,17,305,235,70,1,20,383,281,102,1,-0.41,-2.03,0.82,18,29,18,329,294,35,3,22,500,358,142,1,-6.22,-4.38,-2.49
Arizona Cardinals,16,2014,L,Y,19,19,17,312,233,78,1,20,384,279,105,1,0.36,-1.57,0.41,17,14,18,366,225,141,0,19,390,264,126,2,6.54,2.17,-2.87
Arizona Cardinals,17,2014,L,N,17,20,17,302,229,73,1,20,405,284,121,1,-1.18,-4.21,1.69,6,35,17,216,187,29,1,23,596,329,267,0,-15.05,-28.01,13.23
Arizona Cardinals,50,2014,L,N,17,20,18,311,235,75,1,20,404,275,129,1,-0.17,-4.72,1.07,17,20,26,397,299,98,3,18,395,189,206,0,9.91,-9.81,-5.1
Arizona Cardinals,1,2015,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,2,2015,W,N,31,19,25,427,307,120,1,18,408,354,54,1,12.48,0.79,-3.48,31,19,25,427,307,120,1,18,408,354,54,1,12.48,0.79,-3.48
Arizona Cardinals,3,2015,W,Y,39,21,23,363,246,117,1,18,371,290,81,1,15.22,4.99,-3.3,48,23,21,300,185,115,2,18,335,226,109,2,17.96,9.19,-3.11
Arizona Cardinals,5,2015,W,N,42,16,24,391,266,124,1,15,299,211,88,2,17.35,12.06,-5.63,47,7,28,446,307,139,1,10,156,53,103,4,21.61,26.19,-10.29
Arizona Cardinals,6,2015,L,N,42,16,22,379,239,140,1,18,333,253,80,3,16.33,11.46,-4.52,42,17,15,345,158,187,0,29,435,379,56,6,13.26,9.65,-1.18
Arizona Cardinals,7,2015,W,Y,36,18,22,397,274,123,1,17,328,236,92,2,12.79,8.54,-5.04,13,25,21,469,414,55,3,14,310,169,141,0,-1.35,-3.14,-7.12
Arizona Cardinals,8,2015,W,N,34,18,21,400,272,127,1,17,320,233,86,2,12.9,7.28,-5.09,26,18,21,414,264,150,0,18,276,221,55,2,13.41,1,-5.34
Arizona Cardinals,10,2015,W,N,34,18,22,413,286,126,1,17,310,231,79,2,12.81,7.15,-4.76,34,20,25,491,372,119,4,16,254,215,39,2,12.33,6.36,-2.81
Arizona Cardinals,11,2015,W,Y,35,20,23,417,292,125,1,17,314,230,84,2,11.23,6.05,-3.69,39,32,30,451,334,117,3,18,343,228,115,1,0.17,-1.63,3.81
Arizona Cardinals,12,2015,W,N,34,21,23,414,293,120,1,18,321,235,85,2,11.37,4.23,-3.47,34,31,21,383,301,82,2,24,377,278,99,1,12.46,-10.32,-1.71
Arizona Cardinals,14,2015,W,Y,33,20,23,406,290,115,1,18,326,242,83,2,10.79,3.64,-2.95,19,13,26,337,267,70,0,17,368,301,67,2,5.59,-1.68,1.73
Arizona Cardinals,15,2015,W,N,32,20,23,405,291,113,1,18,331,249,82,2,11.15,2.62,-3.04,23,20,22,393,296,97,0,23,389,317,72,3,14.73,-7.63,-3.9
Arizona Cardinals,16,2015,W,Y,33,20,23,412,289,123,1,18,339,257,82,2,12.1,3.18,-3.24,40,17,28,493,263,230,0,19,424,350,74,4,22.52,9.38,-5.46
Arizona Cardinals,17,2015,L,Y,33,19,23,410,286,123,1,18,327,243,83,2,11.53,4.94,-3.08,38,8,19,381,260,121,2,16,178,77,101,4,4.66,26.12,-1.14
Arizona Cardinals,65,2015,W,Y,31,20,22,397,280,116,1,18,329,241,87,2,10.08,3.6,-3.71,6,36,16,232,205,27,3,22,354,209,145,0,-8.68,-13.93,-11.9
Arizona Cardinals,75,2015,L,N,31,20,22,395,284,111,1,18,332,241,91,2,9.87,2.95,-3.25,26,20,20,368,328,40,2,18,386,251,135,1,6.94,-6.14,3.17
Arizona Cardinals,1,2016,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,2,2016,W,Y,21,23,21,344,252,92,0,19,363,257,106,2,11.42,-5.61,-9.08,21,23,21,344,252,92,0,19,363,257,106,2,11.42,-5.61,-9.08
Arizona Cardinals,3,2016,L,N,30,15,20,380,281,98,0,20,334,239,95,3,13.07,7.97,-4.74,40,7,20,416,311,105,0,21,306,221,85,5,14.72,21.55,-0.4
Arizona Cardinals,4,2016,L,Y,26,21,22,369,274,95,1,18,322,189,133,2,1.75,6.09,-1.38,18,33,25,348,260,88,5,16,297,89,208,1,-20.9,2.34,5.33
Arizona Cardinals,5,2016,W,N,23,20,23,382,281,100,2,17,313,203,110,2,0.51,5.78,-2.49,13,17,26,420,302,118,5,12,288,247,41,1,-3.21,4.82,-5.82
Arizona Cardinals,6,2016,W,Y,25,20,21,363,248,115,2,18,308,189,118,2,-0.29,5.03,0.25,33,21,17,288,116,172,0,25,286,135,151,3,-3.49,2.05,11.2
Arizona Cardinals,7,2016,T,Y,25,17,22,368,244,124,1,17,295,191,104,2,3.19,6.25,-0.7,28,3,28,396,225,171,0,11,230,197,33,2,20.59,12.37,-5.45
Arizona Cardinals,8,2016,L,N,22,15,22,379,253,125,1,16,289,193,96,2,2.46,7.5,-1.93,6,6,23,443,311,132,0,11,257,205,52,0,-1.88,15,-9.26
Arizona Cardinals,10,2016,W,Y,22,17,22,374,261,112,1,16,297,194,102,1,1.38,6.43,-2.12,20,30,22,340,316,24,2,19,349,208,141,1,-6.19,-1.07,-3.45
Arizona Cardinals,11,2016,L,N,22,17,23,382,272,109,1,16,295,195,100,1,1.96,5.79,-2.36,23,20,26,443,363,80,4,15,281,198,83,1,6.62,0.69,-4.31
Arizona Cardinals,12,2016,L,N,22,19,23,372,261,111,1,16,287,190,97,1,1.13,5.48,-2.61,24,30,24,290,155,135,2,16,217,145,72,1,-6.42,2.66,-4.9
Arizona Cardinals,14,2016,L,N,22,20,23,369,262,106,1,17,294,195,98,1,1.18,3.43,-2.86,19,38,23,332,274,58,1,28,360,244,116,1,1.72,-17.09,-5.32
Arizona Cardinals,15,2016,L,Y,22,21,23,363,250,112,1,17,295,198,97,1,0.29,3.62,-2.38,23,26,21,300,125,175,4,15,314,231,83,3,-9.49,5.71,2.93
Arizona Cardinals,16,2016,W,N,23,23,23,368,255,112,1,18,310,210,100,1,1.87,1.85,-2.9,41,48,26,425,309,116,2,33,488,358,130,1,20.85,-19.35,-9.15
Arizona Cardinals,17,2016,W,N,24,23,23,368,256,111,1,18,316,217,98,1,2.2,1.29,-2.51,34,31,21,370,276,94,1,24,391,313,78,1,6.42,-5.97,2.48
Arizona Cardinals,1,2017,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,2,2017,W,N,23,35,24,308,263,45,4,19,367,285,82,1,-18.14,6.69,-1.34,23,35,24,308,263,45,4,19,367,285,82,1,-18.14,6.69,-1.34
Arizona Cardinals,3,2017,L,Y,19,24,20,348,284,64,2,18,316,237,79,1,-9.35,9.51,-5.12,16,13,17,389,306,83,1,18,266,190,76,1,-0.55,12.33,-8.89
Arizona Cardinals,4,2017,W,Y,18,25,21,343,284,59,1,17,302,216,85,0,-5.22,3.67,-5.23,17,28,22,332,283,49,0,15,273,174,99,0,3.02,-8.02,-5.45
Arizona Cardinals,5,2017,L,N,18,22,22,349,292,57,1,18,302,214,88,0,-4.84,5.46,-4.76,18,15,25,368,317,51,1,20,305,210,95,1,-3.67,10.83,-3.36
Arizona Cardinals,6,2017,W,Y,16,25,20,340,289,51,1,18,326,231,94,0,-4.6,1.08,-4.92,7,34,16,307,276,31,1,19,419,297,122,1,-3.67,-16.42,-5.58
Arizona Cardinals,7,2017,L,N,19,26,21,356,286,69,1,18,340,250,90,1,-2.68,-0.01,-3.68,38,33,23,432,272,160,2,21,412,344,68,2,6.93,-5.45,2.54
Arizona Cardinals,9,2017,W,N,17,27,19,333,269,63,1,20,352,246,105,1,-4.67,-1.98,-3.84,0,33,10,196,171,25,2,28,425,228,197,1,-16.63,-13.79,-4.82
Arizona Cardinals,10,2017,L,Y,17,25,19,337,261,76,1,19,349,249,100,1,-4.59,0.75,-3.86,20,10,20,368,201,167,2,17,329,266,63,2,-3.98,19.86,-3.99
Arizona Cardinals,11,2017,L,N,17,24,20,332,260,71,1,19,342,245,97,1,-4.52,0.99,-4.32,16,22,24,290,256,34,1,14,287,212,75,0,-4.03,2.92,-8
Arizona Cardinals,12,2017,W,Y,17,25,19,328,258,69,1,19,344,242,101,1,-4.32,0.42,-4.22,21,31,17,292,244,48,2,22,357,223,134,2,-2.48,-4.78,-3.27
Arizona Cardinals,13,2017,L,Y,18,25,19,329,256,72,1,19,332,232,100,1,-4.17,1.21,-3.94,27,24,20,344,236,108,2,19,219,128,91,3,-2.72,9.17,-1.2
Arizona Cardinals,14,2017,W,Y,18,25,19,327,251,76,1,19,330,230,99,1,-4.54,0.91,-3.89,16,32,19,305,187,118,2,18,303,213,90,1,-8.56,-2.4,-3.31
Arizona Cardinals,16,2017,W,Y,17,24,19,322,241,81,1,18,320,223,96,1,-4.86,2.25,-3.58,12,7,16,261,125,136,0,14,204,139,65,2,-8.75,18.35,0.07
Arizona Cardinals,17,2017,W,N,18,22,19,320,239,80,1,18,318,225,92,1,-4.88,3.99,-3.18,23,0,19,289,215,74,2,12,293,250,43,3,-5.11,26.57,2.15
Arizona Cardinals,2,2018,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,3,2018,L,Y,0,34,5,137,83,54,1,24,432,342,90,1,-17.5,-18.11,3.56,0,34,5,137,83,54,1,24,432,342,90,1,-17.5,-18.11,3.56
Arizona Cardinals,4,2018,L,Y,7,25,9,179,125,53,2,22,374,268,106,1,-11.79,-7.74,2.62,14,16,13,221,168,53,4,21,316,194,122,2,-6.07,2.63,1.68
Arizona Cardinals,5,2018,W,N,10,23,12,207,140,66,2,21,359,232,127,1,-7.43,-5.6,1.27,17,20,18,263,171,92,1,19,331,160,171,0,1.27,-1.31,-1.43
Arizona Cardinals,6,2018,L,N,14,22,11,210,146,63,1,24,381,249,132,2,-6.56,-1.61,1.98,28,18,10,220,164,56,0,33,447,300,147,5,-3.94,10.35,4.12
Arizona Cardinals,7,2018,L,Y,15,23,12,221,158,63,1,23,387,242,145,2,-8.09,-0.62,1.41,17,27,16,268,208,60,2,20,411,216,195,2,-14.2,3.32,-0.88
Arizona Cardinals,8,2018,W,Y,14,26,12,222,158,64,2,22,374,231,142,1,-12.29,-1.28,1.52,10,45,14,223,154,69,5,15,309,178,131,1,-33.3,-4.56,2.09
Arizona Cardinals,10,2018,L,N,14,25,13,236,168,67,2,21,359,221,137,1,-9.67,-0.65,0.88,18,15,20,321,233,88,2,16,267,160,107,0,6.06,3.16,-2.98
Arizona Cardinals,13,2018,W,N,14,25,14,239,168,70,2,21,355,220,135,1,-9.58,-1.51,0.8,14,26,21,260,166,94,2,20,330,212,118,0,-8.96,-7.53,0.25
Arizona Cardinals,14,2018,L,Y,15,24,15,247,164,83,1,21,352,221,131,1,-8.08,-1.69,0.79,20,17,18,315,133,182,0,22,325,227,98,0,3.9,-3.18,0.74
Arizona Cardinals,15,2018,L,N,14,23,15,250,169,80,1,20,338,208,130,1,-8.61,-0.92,0.4,3,17,22,279,218,61,1,16,218,96,122,1,-13.32,6.04,-3.13
Arizona Cardinals,16,2018,L,Y,14,25,15,250,171,79,1,20,347,209,137,1,-9.28,-2.22,1.06,14,40,18,253,193,60,3,23,435,220,215,0,-16.06,-15.22,7.62
Arizona Cardinals,17,2018,L,N,13,25,15,251,170,81,1,21,356,208,148,1,-8.84,-4.07,1.43,9,31,15,263,159,104,0,33,461,192,269,1,-4.01,-24.42,5.46
Arizona Cardinals,1,2019,T,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,2,2019,L,N,27,27,21,387,275,112,1,23,477,361,116,2,-3.5,-7.02,9.8,27,27,21,387,275,112,1,23,477,361,116,2,-3.5,-7.02,9.8
Arizona Cardinals,3,2019,L,Y,22,25,18,368,302,66,0,24,458,309,149,1,0.49,-9.31,2.81,17,23,15,349,329,20,0,26,440,258,182,0,4.48,-11.6,-4.18
Arizona Cardinals,4,2019,L,Y,21,29,19,328,243,84,1,23,443,286,157,1,-0.72,-12.57,3.03,20,38,21,248,127,121,2,21,413,240,173,1,-3.15,-19.08,3.46
Arizona Cardinals,5,2019,W,N,18,28,19,326,234,92,1,22,417,271,146,0,-0.74,-12.08,1.57,10,27,20,321,206,115,1,21,340,225,115,0,-0.78,-10.61,-2.81
Arizona Cardinals,6,2019,W,Y,20,27,20,363,237,126,0,22,408,269,138,0,3.65,-11.52,-0.54,26,23,26,514,248,266,0,21,370,262,108,0,21.22,-9.27,-8.95
Arizona Cardinals,7,2019,W,N,22,28,21,376,254,122,0,23,414,281,132,0,6.92,-13.76,-0.41,34,33,24,442,340,102,0,31,444,341,103,0,23.23,-24.99,0.25
Arizona Cardinals,8,2019,L,N,23,27,20,358,230,127,0,23,392,263,129,0,6.46,-10.65,-0.77,27,21,18,245,89,156,0,21,263,156,107,3,3.73,8.02,-2.98
Arizona Cardinals,9,2019,L,Y,21,27,19,342,226,116,0,24,407,277,130,0,4.16,-12.4,0.56,9,31,10,237,197,40,0,28,510,373,137,1,-11.97,-24.66,9.91
Arizona Cardinals,10,2019,L,N,21,27,19,344,223,120,0,23,407,280,126,0,5.22,-13.07,0.4,25,28,19,357,204,153,0,21,411,310,101,0,13.71,-18.45,-0.88
Arizona Cardinals,11,2019,L,N,22,28,19,351,235,116,0,23,412,286,126,1,4.87,-12.72,0.72,27,30,20,417,342,75,2,26,457,339,118,3,1.71,-9.52,3.53
Arizona Cardinals,13,2019,L,Y,22,28,19,343,226,117,0,24,415,297,117,1,4.43,-12.37,0.54,26,36,21,266,131,135,2,26,442,408,34,2,0.09,-8.92,-1.17
Arizona Cardinals,14,2019,L,Y,21,29,19,331,217,114,0,24,426,307,118,1,2.65,-12.92,1.36,7,34,13,198,124,74,1,27,549,417,132,0,-16.98,-18.95,10.38
Arizona Cardinals,15,2019,W,Y,20,28,18,324,213,110,0,24,414,294,120,1,2.03,-12.34,1.48,17,23,17,236,165,71,3,20,275,135,140,2,-5.35,-5.34,2.85
Arizona Cardinals,16,2019,W,N,22,28,19,333,214,119,0,24,413,290,122,1,3.62,-12.22,1.49,38,24,26,445,219,226,1,25,393,241,152,2,24.27,-10.72,1.61
Arizona Cardinals,17,2019,L,N,22,27,19,338,210,127,0,23,400,279,120,1,4.06,-10.48,0.93,27,13,21,412,159,253,0,13,224,133,91,1,10.12,13.87,-6.82
Arizona Cardinals,1,2020,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,3,2020,L,Y,24,20,29,404,224,180,1,18,366,243,123,0,6.46,-3.88,-0.46,24,20,29,404,224,180,1,18,366,243,123,0,6.46,-3.88,-0.46
Arizona Cardinals,4,2020,L,N,23,23,28,390,246,144,2,20,344,237,106,0,7.27,-6.02,-1.46,23,26,28,377,268,109,3,22,322,232,90,0,8.07,-8.15,-2.46
Arizona Cardinals,5,2020,W,N,22,25,26,347,208,139,1,23,377,250,127,0,7.69,-11.8,0.18,21,31,21,262,133,129,1,30,444,276,168,1,8.53,-23.36,3.47
Arizona Cardinals,6,2020,W,N,24,21,26,384,248,136,1,22,354,228,126,0,10.07,-7.78,-0.77,30,10,28,496,369,127,1,21,285,162,123,0,17.2,4.27,-3.61
Arizona Cardinals,7,2020,W,Y,27,19,25,395,234,161,1,23,352,232,120,1,12.76,-5.44,-0.72,38,10,22,438,177,261,0,27,344,247,97,4,23.56,3.91,-0.53
Arizona Cardinals,9,2020,L,Y,28,21,26,416,255,160,1,25,388,255,133,1,12.97,-6.49,-0.47,37,34,31,519,360,159,2,33,572,372,200,3,13.97,-11.75,0.78
Arizona Cardinals,10,2020,W,Y,29,23,26,419,256,163,1,25,377,250,127,1,13.68,-7.75,-1.31,31,34,26,442,264,178,1,24,312,221,91,0,17.94,-15.28,-6.36
Arizona Cardinals,11,2020,L,N,29,24,26,423,253,170,1,24,376,256,120,1,12.99,-7.24,-1.74,32,30,26,453,236,217,2,22,369,296,73,2,8.17,-3.67,-4.77
Arizona Cardinals,12,2020,L,N,28,24,26,411,254,157,1,24,373,247,125,1,12.54,-8.22,-1.59,21,28,24,314,257,57,0,22,347,182,165,0,8.96,-16.03,-0.39
Arizona Cardinals,13,2020,L,Y,27,24,25,400,244,155,1,23,354,230,124,1,11.29,-6.93,-2.34,17,20,23,298,160,138,1,16,179,69,110,2,0,4.68,-9.06
Arizona Cardinals,14,2020,W,N,27,25,25,385,235,149,1,24,363,240,123,1,10.21,-8.02,-1.54,28,38,18,232,140,92,2,30,463,344,119,1,-0.6,-18.92,6.43
Arizona Cardinals,15,2020,W,Y,27,24,24,385,234,150,1,22,346,227,119,1,9.47,-5.77,-1.26,26,7,22,390,231,159,0,10,159,81,78,3,1.35,18.89,1.81
Arizona Cardinals,16,2020,L,Y,27,24,24,396,249,146,1,23,352,233,119,1,9.1,-6.1,-0.2,33,26,26,526,423,103,3,26,422,305,117,0,4.72,-10.01,12.58
Arizona Cardinals,17,2020,L,N,26,23,24,392,248,144,1,23,355,228,127,1,7.73,-6.36,0.58,12,20,20,350,230,120,2,22,398,171,227,1,-10.15,-9.69,10.68
Arizona Cardinals,1,2021,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,2,2021,W,Y,38,13,22,416,280,136,1,17,248,162,86,3,8.83,14.48,1.57,38,13,22,416,280,136,1,17,248,162,86,3,8.83,14.48,1.57
Arizona Cardinals,3,2021,W,N,36,23,21,445,325,119,1,19,333,202,131,1,10.41,0.96,1.24,34,33,21,474,371,103,2,22,419,242,177,0,11.99,-12.56,0.9
Arizona Cardinals,4,2021,W,N,34,21,22,432,322,110,1,19,342,202,140,2,11.36,3.26,-2.22,31,19,23,407,316,91,1,20,361,202,159,4,13.26,7.87,-9.13
Arizona Cardinals,5,2021,W,Y,35,21,23,440,304,136,1,20,357,221,135,2,13.95,0.21,-1.01,37,20,27,465,249,216,0,24,401,280,121,2,21.72,-8.94,2.64
Arizona Cardinals,6,2021,W,N,31,19,22,413,285,128,1,20,353,214,139,2,11.51,1.48,-0.71,17,10,20,304,210,94,1,19,338,186,152,1,1.74,6.53,0.47
Arizona Cardinals,7,2021,W,Y,32,18,22,403,272,130,0,19,342,214,128,2,12.41,2.9,-0.91,37,14,24,352,208,144,0,16,290,217,73,3,16.91,10.01,-1.93
Arizona Cardinals,8,2021,L,Y,32,16,23,402,265,136,0,18,316,201,115,2,12.55,5.87,-2.28,31,5,24,397,225,172,1,8,160,118,42,1,13.37,23.71,-10.47
Arizona Cardinals,9,2021,W,N,30,17,22,393,264,128,1,18,319,198,120,1,12.21,4.15,-2.83,21,24,22,334,260,74,3,24,335,184,151,0,9.86,-7.88,-6.65
Arizona Cardinals,10,2021,L,Y,30,17,22,398,265,132,1,19,321,209,111,1,12.79,3.46,-2.78,31,17,22,437,274,163,0,22,337,298,39,3,17.45,-2.1,-2.39
Arizona Cardinals,11,2021,W,N,28,18,21,375,249,125,1,19,323,206,116,1,9.58,2.89,-2.6,10,34,11,169,104,65,2,24,341,175,166,2,-19.35,-2.27,-1.02
Arizona Cardinals,13,2021,W,N,28,18,22,378,255,123,1,19,317,204,113,1,10.32,2.79,-3.15,23,13,29,413,318,95,0,16,266,180,86,0,17.7,1.84,-8.6
Arizona Cardinals,14,2021,L,Y,28,18,21,368,244,124,0,19,318,205,113,1,10.01,3.12,-3.21,33,22,14,257,120,137,0,26,329,217,112,4,6.68,6.69,-3.93
Arizona Cardinals,15,2021,L,N,28,19,21,374,252,122,1,19,321,209,111,1,9.29,1.84,-2.69,23,30,22,447,344,103,2,18,356,267,89,0,0.66,-13.49,3.55
Arizona Cardinals,16,2021,L,Y,27,20,21,376,255,121,1,19,322,210,112,1,8.41,1,-2.59,12,30,23,398,293,105,1,22,338,212,126,1,-3.11,-9.87,-1.31
Arizona Cardinals,17,2021,W,N,26,20,21,376,254,122,0,19,324,210,113,1,8.31,0.78,-2.84,16,22,20,378,245,133,0,20,346,220,126,0,6.97,-2.37,-6.29
Arizona Cardinals,18,2021,L,Y,26,20,21,377,255,122,0,19,322,213,109,1,8.6,0.3,-2.73,25,22,23,399,272,127,0,19,301,256,45,1,12.86,-6.87,-1.06
Arizona Cardinals,50,2021,L,N,26,21,21,373,251,122,0,19,329,214,114,1,8.1,-0.47,-2.51,30,38,20,305,187,118,1,19,431,229,202,2,0.21,-12.83,1.02
Arizona Cardinals,1,2022,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Cardinals,2,2022,W,N,21,44,18,282,179,103,0,33,488,360,128,1,2.29,-33.41,6.88,21,44,18,282,179,103,0,33,488,360,128,1,2.29,-33.41,6.88
Arizona Cardinals,3,2022,L,Y,25,33,23,347,224,123,0,26,406,302,104,1,7.15,-19.14,4.32,29,23,28,413,270,143,1,20,324,244,80,1,12,-4.86,1.75
Arizona Cardinals,4,2022,W,N,20,29,23,353,248,105,0,22,383,281,102,1,5.03,-14.53,0.97,12,20,23,365,295,70,0,15,339,239,100,1,0.8,-5.31,-5.72
Arizona Cardinals,5,2022,L,Y,22,25,22,349,237,112,0,19,342,255,87,1,2.24,-6.01,0.25,26,16,20,338,206,132,1,11,220,180,40,3,-6.14,19.54,-1.9
Arizona Cardinals,6,2022,L,N,21,24,22,352,237,114,0,20,345,248,97,1,4.26,-6.93,-0.83,17,20,23,363,239,124,1,24,357,218,139,0,12.33,-10.63,-5.16
Arizona Cardinals,7,2022,W,Y,19,23,21,346,226,119,0,20,337,233,103,1,1.21,-4.41,-1.57,9,19,15,315,171,144,2,19,296,160,136,1,-14.01,8.22,-5.25
Arizona Cardinals,8,2022,L,N,22,25,21,343,221,121,0,21,359,258,101,1,3,-4.63,-1.09,42,34,21,326,189,137,0,25,494,409,85,3,13.74,-5.93,1.75
Arizona Cardinals,9,2022,L,Y,22,26,21,347,230,116,1,21,362,252,110,1,2.99,-5.33,-1.42,26,34,25,375,297,78,3,25,381,208,173,1,2.87,-10.22,-3.71
Arizona Cardinals,10,2022,W,N,22,26,20,337,220,117,1,22,368,253,115,1,2.1,-5.92,-1.36,21,31,15,262,140,122,1,27,421,263,158,1,-5.02,-10.67,-0.9
Arizona Cardinals,14,2022,L,Y,23,25,20,333,220,113,0,21,357,247,110,1,2.47,-4.79,-1.27,27,17,18,298,220,78,0,18,256,190,66,2,5.83,5.36,-0.48
Arizona Cardinals,15,2022,L,N,22,25,20,332,219,113,1,21,354,245,109,1,0.66,-4.31,-1.08,13,27,19,323,210,113,2,18,328,225,103,1,-17.43,0.47,0.9
